NearestGene	M9_Glucose	YNB Glucose	YNB Glucose plus Arginine	YNB Glucose plus Methionine	YNB Glucose plus Dropout Complete	Fitness During Lipid Mobilization	YNB Oleic Acid	YNB Cellobiose	YNB_CSM_KPO4 Glucose	YNB_CSM_KPO4 Xylose	YNB_CSM_KPO4 Arabinose	YNB_CSM_KPO4 Acetate	YNB_CSM_KPO4 p-Coumarate	YNB_CSM_KPO4 Ferulate	YNB_PO4_Benzoate	YNB_PO4_Mannose	YNB_PO4_L-lyxose	YNB_PO4_D-arabitol	YNB_PO4_L-arabitol	YNB_PO4_xylitol	YNB_PO4_D-ribulose	YNB_PO4_D-xylulose	YNB_PO4_CSM_Galactose	YNB_PO4_CSM_Lactate	YNB_PO4_CSM_Valine	YNB_PO4_CSM_Leucine	YNB_PO4_CSM_Phenylalanine
10027	-0.09650696349047704	-0.3108265386439709	-0.27038075247826826	-0.3063406770595609	-0.042119485218435705	-0.11056411932269243	-0.17272912771887725	0.2784483621756311	-0.05444163514971828	0.012847702376279356	-0.0109204084745428	-0.01962489093026926	-0.10241827965329857	0.008760002769990028	0.3144840445339403	-0.059786551519968936	-0.044896456023876284	0.010826777973724102	0.011602271034451392	-0.0014590835821343545	0.00613992611377152	0.3786832011494032	-0.07678634407297746	0.0897340892402038	-0.13512534558209532	-0.015197853523319881	0.02570116389225541
10028	-0.09219681825831832	-0.22470405577557795	-0.30857058079756944	-0.3368274093811301	-0.3845412352405719	0.1482983330128709	-0.1965064120609458	-0.1744463405396013	-0.2747006496630029	0.11511583576356528	-0.22963550549989165	0.1279458544174539	0.1511162407405778	0.15401717935724088	0.2802191494745556	0.5080099636456977	0.5787855523329278	0.39512408410816996	0.4008889638299079	0.7068288400943527	0.3509206287997457	0.7274002489780961	0.2423568372019635	0.0585031562087688	-0.06109808725769615	0.4514670988390728	0.5188399334230863
10029	-0.020871192053819262	0.05209525983043576	0.22488996066135947	0.2415461193089959	-0.06730788110037828	0.6220528359812906	-0.4123403404382713	0.09651209310577684	-0.16784956906419846	0.0710473596194127	0.05395989467243955	-0.036349632396192766	-0.2338524516614827	-0.051495829373698336	-0.6343539915360038	-0.06743793575585441	-0.821632874211037	-0.001916064169903013	-0.7593192807542781	-0.2887697188059542	-0.6483116872681206	0.5517370500018207	-0.06971182054812848	-0.4143402748195816	0.039014247990568116	-0.4242379855475022	-1.5238994066021372
10030	1.258549605021895	1.2464634924065592	1.450131503088415	1.3590938775150228	0.6998693171195137	0.23181407980327315	0.3637888359553352	0.342315418345278	-0.5611529737912266	-0.5386807637835412	-0.7044977482551277	-0.7147087154265707	-0.13801239527821432	-0.9481642522682678	2.1505150724037834	0.6317177950633485	0.6410994349150986	0.557386916305707	0.3564351029251533	0.9999381122460028	0.6565136937152918	0.5634003909590066	0.010212331848565495	0.03338711513012136	-0.07022280075502002	0.1730620857599953	0.23698153366397945
10031																											
10032	0.09594644448901472	-0.18167643458978516	-0.1160101551462213	-0.3128168871811452	-0.1904496220923639	-0.07266995147593495	0.16981472675287054	-0.05290396310884014	-0.19549516709911666	0.045530536942214914	-0.00653221167648838	-0.15520876973128372	-0.15742785476173432	0.13192183983728076	0.07984860719911094	-0.004561637138761547	-0.16550242879243507	-0.3061477963222871	-0.2429418141909116	-0.16184768281197592	0.2429042949661805	0.10021559179040904	0.15396359306804322	-0.3594991850777445	0.1156859021668786	-0.062238802706670024	-0.01191007352916588
10033																											
10034																											
10035	0.043348815834644144	-0.1573990896637479	-0.31918005963571383	-0.3003490846821147	-0.13846663640556145	0.06411769755760932	-0.10112711477795727	-0.2542539468032294	-0.03390168891745394	-0.09277177803025648	-0.12662133133722045	0.05574868727694906	-0.17731626966966285	-0.005399243980278024	0.5012299546485388	-0.0684990200477479	-0.010564322751739321	0.019286421532413483	0.044959993914716084	0.18470610060145484	-0.050627704274142704	0.009122686810811971	-0.12423270161176155	-0.12057552693063278	-0.0072053368833070236	-0.08967249356256084	0.05287992193552723
10036	0.5689020591848352	0.20518150764390966	-0.12211465484137835	-0.35002839026262506	-0.40069702500690507	-0.05774613620980858	0.4187864670766823	-0.5698229632921051	0.19629761448030536	0.012340360225528623	-0.20972697489963912	-0.2885089394115993	1.1413610721264515	0.35617053225896705	-0.6596155244972618	0.1458663003500471	0.34618880127994833	0.2202842926484644	0.5536644299592859	0.7712635123793757	-0.3332378434453586	-0.11512944565751213	-0.35807603552580297	0.34010950729332873	0.09512754490011044	0.2540252474770575	0.16694594957418632
10037	0.15524366719045854	0.09480687512575617	0.23929884371333546	0.2122463225673793	0.07599638421058454	0.31750751582766384	-0.05405806257621116	-0.6647706595322014	-0.036317362567996926	-0.19849892861005256	0.10857443448476184	0.2428496011532092	0.26046316108661466	-0.059609073100116025	-0.41862570398162974	-0.565290286567405	-0.24889375851633744	0.16496110824684454	-0.011086133206628029	-0.5086402767427166	-0.2733807289622829	-0.36779327934172296	0.06308034889468073	0.2682269902225714	0.1918007611172402	0.4111631066477299	0.7090127465410042
10038	-0.3659866616959385	-0.19860888531653415	-0.15668145848426773	0.5047908355366524	-0.29800350430248473	-0.3305266971201405	-0.7547541009246285	-0.4258166345978109	-0.06475786280967209	0.20275807036859572	0.18788699820781787	0.06675343299353838	-0.1382552253445585	0.11755651601428616	0.6198159346142309	-0.3377722297326647	-0.035092848598606806	-0.4609808998895796	0.1571475269117773	0.08108947467358249	-0.08224416814577733	-0.03780647302569661	-0.39705955622717104	-0.22657261746940915	-0.21294325544299414	-0.6057021913549514	-0.03650970008190324
10039																											
10040																											
10041																											
10042	0.15078712886094928	0.29294612710183937	0.5840004905890849	0.5220554204730385	0.5622868465957429	0.5215388333471898	0.41935584178801616	-0.10790143361018584	0.041303997908198	0.0738980375339685	0.013368847284637813	0.13386059245571238	0.2779667349446792	0.1034933253792038	0.5258157001362426	0.2668828347855394	0.30318630007942104	0.11380249112871033	0.2584352159036421	0.28583273300878753	0.2245787696211668	0.4018875377428865	0.0954520192960714	-0.2420752072000361	0.029448402684935367	0.045791036927823936	0.2392953229028597
10043	-0.16558599188403286	-0.19610947535731346	-0.20023694847073173	-0.12984237010703126	-0.16859884377854248	0.043892215559634525	-0.3050447204419459	-0.05251309582391765	-0.048562338765137485	0.141894991290609	-0.17788175596753852	0.0603523274976858	-0.08657351966275954	-0.13657312478969694	0.31238159047520964	-0.21575415633548867	-0.09504949518955992	-0.14760463352227293	-0.23455584714133615	-0.11159873863998084	-0.027051698872708425	0.20196805926300107	0.20435003200770646	-0.026353226016502473	-0.1571793251759013	0.14281189434783192	0.28551141795826274
10044	0.046151321436588975	-0.14202588356590404	-0.1283547056095848	-0.14886129790161448	0.0874784965361066	-0.3716286115111784	-0.6213390009272712	-0.02045854336959824	-0.3485041139381435	0.04355939647501269	-0.5136312534133828	-0.8208801184468578	-0.2761365061433834	-0.7476261205630546	-0.2867874487615885	-0.5532098757391494	-0.8134453441009776	-0.6246964101719742	-0.9084593715418938	-0.6041539432323051	-0.5742364350560133	-0.11550428799179133	0.08970801248254386	-0.459351465210981	-0.5956405970881231	-0.7930887874177696	-0.046662146298680415
10045	0.5254196995652403	1.0814824780707957	0.887881902237425	0.8502903776045696	1.1740937093912656	0.3103659869820408	1.2056750689651259	0.3154466663256554	0.19522939212626175	1.7459715478384283	0.5526276843850476	0.012020262923172079	2.0214130436637983	0.4050130497796292	2.6851280904765686	0.3426489886604742	1.3879636897850272	0.9013627597767012	1.490970760632614	1.3026858413694786	0.6200332789041055	0.473237697983466	0.6540669805627811	0.5990072634090383	0.44247958502133056	0.34066098415254603	1.6944583882174955
10046																											
10047	0.16374144901379922	0.2209469596831454	0.22213420745826107	0.12842302771352826	0.3421198113192801	0.20316628777970167	0.3892538778168264	0.05373742713364052	-0.11171309523596347	0.3846601609395082	0.0182506667614728	-0.2221576248328115	-1.072395656993375	-0.16687935593140726	0.8636227804439072	0.1492431325645433	0.1210646456923583	0.125826873495075	0.2466774017947853	0.14659706490074745	-0.05240546559828576	0.029255171056041224	0.21352836191357474	0.038042936308937104	0.3427923760178367	-0.0017477838149510634	-0.3194337203470641
10048	0.1533997081078151	-0.2603456012792263	-0.4006306213749795	-0.3313932086234826	-0.05698808191637177	0.10825222163964963	-0.3185465457315513	0.07751994534438955	-0.045405967916998365	0.005643521430505875	-0.036414756915535335	-0.09949810044636682	-0.11494447904981794	0.2246315035807803	0.5125020309562666	0.02883584151583317	0.029386558966333427	-0.0029912833281164155	-0.1766989939089023	-0.08496085604958707	-0.20502718128562625	0.084499905192798	-0.04453713634764925	-0.05695836285387965	-0.037543164985832	0.023180836403825098	0.10346782918214703
10050							-0.3841367855815781		0.05333414911150505	0.10329564848674536	-0.0550951354427564	0.07546353522769778	-0.012935125757373314	-0.2337956956719751	0.15979170744772164		-0.17548736010644608			-0.3031414607483363							
10051	-1.0247234946387938	1.8129918789115296	1.4741491303716954	1.6363750023708044	2.1208239123239565	0.9271088439956694	-0.8290932763554055		0.53860722019234	0.2672016738111523	0.5032518750082897	0.23333383813356304	0.007905231021013074	-0.025554681891490776	0.7716840177555085	1.4557309498565287	1.1790075223320389		1.0211212452547027		1.8808621435931117		-0.03697150707992273	-1.5747692987692352	0.5779139422335361	-0.6432818346883816	0.7217501872671147
10052	0.011476684983412809	-0.3491186628310075	-0.5185733117843094	-0.13828529681756646	0.1560608840006895	0.6633109690524197	0.06812064938967294	0.09799008832625382	-0.2552749604582813	-0.3122343600722601	0.0986934063341179	-0.2169008761270642	-0.4304257546797777	0.01427364442680489	-0.8194302117827131	-0.12215680905147015	-0.13023932945793784	-0.3574481452250995	-0.5114954817734275	-0.07729959911720774	0.09690024352086678	-0.4699416786483346	-0.3642748687982147	-0.3433356366279874	-0.39535302554031293	-0.3596111165877658	0.07967973895487124
10053																											
10054	-2.226251837325103	-0.25731402665834346	-0.6792405670344532	-0.8431348478478874	-0.29012010219765005	-1.05678233432974	-0.03711612587448357	-0.7370321825128721	-0.44363736160207695	-0.7214042629732526	-0.6346700897877277	0.02290365906439229	-1.8859174465686264	0.2726708667704032	-0.8188077371559288	-0.4316388253923235	-0.6827135002486607	-0.8859779456823954	-1.3042967221527155	-0.3930436781548377	-1.6950986814737388	-1.5483746731230168	-2.5976872847136985	-3.113632816794464	-0.5561884514274487	-1.841106488973442	-0.9120286425120152
10055																											
10056																											
10057	0.1520498610555384	0.1632649918929533	-0.17497611986783634	0.1456518829011034	0.008232618338765369	0.18092488404765264	-0.039366795183291	0.10417842007040437	0.02328440782902365	0.07217289802348456	-0.05581986642933473	0.026895798158584817	0.3120251822384838	0.08022975768734343	-0.024844709262590026	-0.03761277289390009	0.17756995772184028	0.2051166701341373	0.21767211582111012	0.3181548268394038	0.11809022826428588	0.24303474042954545	-0.14253772438401385	0.1740112857690229	-0.10261526640926533	0.21333825998418987	-0.10659457315400016
10058	0.4470014677555668	-0.31313848871730937	-0.2784888220493407	-0.1273437843973865	-0.12095286346278265	-0.20351838379590612	0.16286401668765554	0.26652751203472114	0.03662652766901847	0.056964764722614386	-0.01557677333606955	0.04931563835007282	0.03555934893559298	-0.20938380881499674	0.3421856756913417	0.15357668190269694	0.1524826612317122	-0.07574198909761178	-0.24254717616641744	0.01856766810772927	-0.09246836818182426	-0.15881331333759402	0.011373083539648944	0.3862428938517231	-0.009208961115057849	0.029581115236136258	0.37522960062879895
10059	-0.16961099061349125	-0.08909666297851597	-0.14135350692548848	0.016206469599072633	-0.0007772584423352178	0.054827378277941714	-0.09104993570661564	0.003926955023675442	-0.015299174856747729	-0.4712954430043659	-0.3701670147005431	-0.13209383288626442	0.16023644624037675	0.006683928443135497	0.004208837401882899	-0.03885708799675565	-0.21028592289313366	-0.056611682143752624	-0.206587375264542	-0.09604496459557699	-0.0006304277926473129	0.08532842138917598	-0.3872999054641689	-0.18235659223510145	-0.7286838270235038	0.2508721658037996	-0.20433585475066315
10060	-0.1320177060625575	0.2643056058101881	0.4061280470515361	0.3363868869567861	0.8973856672009278	-0.12709316736737078	0.6730836714079264	0.1098285625188686	0.20221301076007536	0.6134952394063029	0.4702580989683957	0.11066597986058113	1.5953272239897476	-0.1769477567809367	1.230693162595916	0.17930118714462362	0.35522061959081275	0.4457718345904944	0.6000660374055656	0.5808012009067441	0.11923590220214834	0.22252294714884266	0.42091891487258504	0.4655815413316495	-0.19116176347789912	0.13885318879264816	0.6193656958070362
10061	0.11116306711354136	0.0357344306419401	0.1716230192899075	0.1556029829397731	0.217318957093522	0.06270755288185377	-0.03917847729123256	0.10454945202804328	-0.07523853411083091	-0.06096464198105201	-0.2094395849683536	-0.10044206021650094	-0.10590385791320583	-0.16931625120684046	0.4115364233348367	-0.051781310517846686	0.02125289576001917	-0.08240849787548113	-0.047662491414012624	0.1403107668546567	0.1373267360825575	0.09451896349262913	-0.14950737566050526	0.07272879030531143	0.05664829270384556	0.048264356420100206	0.03679894357517135
10062	-0.16284409386045365	0.15540532843903798	0.2787874636399645	0.1705550698725974	0.3213188309898886	0.11185147003605447	0.03174030012342525	0.06703470183937807	-0.0034570823327610225	0.05567305464877456	-0.09289577578318503	-0.1079717156726488	0.1776703976373218	0.2456984747908787	0.2342613664788226	0.25868533867901394	0.2484529134505403	0.3605073156208211	0.034612928607791485	-0.031393575795377694	0.3599653875271649	0.3414844540913576	-0.08205060108401059	0.02431504185852884	-0.025972539617545573	0.058050232355128024	0.3639993485625445
10063	-0.15645959598594886	-0.3334179706342336	-0.07368264838334025	-0.07609280450741453	-0.06915784434120313	-0.19421515369748069	-0.0163404221095583	0.09307454352748007	0.0984930714636472	-0.2342879521249959	-0.17184643098383767	0.2255842855086767	-0.2871537043896339	0.07308621634742611	0.5863535377011612	0.027251465229620176	0.07485173079629369	-0.06785087905478869	0.07643678029066123	0.10637627170762996	-0.1074580186426928	0.11525570798992688	-0.15801901765811766	-0.16409536914384767	-0.2337527659230385	-0.255300242971868	0.03298737273371869
10064	-0.16396129296055234	-0.4525468069725278	-0.4719837048880793	-0.491710882296728	-0.296419859117991	0.018212833985620368	-0.1695484791426737	-0.092962305500417	-0.08607703401651796	0.12573716812097893	0.05231411353703582	-0.08390509195269473	0.12805341757295394	-0.040993975627665234	0.18787644188889574	-0.19221304672655107	-0.04296534806569585	0.1884137574104362	-0.053463675252889205	0.030772674852025762	0.18044957433939002	0.25833084460793504	0.04758686348552068	0.30031916417316323	0.035279423632180285	-0.20029740321066453	-0.09243508183046954
10065	-0.029965731554276637	-0.22957993840815805	-0.4541417468843785	-0.3402757252899877	0.12385207269529593	0.3047098935683541	-0.13078782398022634	0.2533772230325158	0.18941562645889368	-0.31282274257350434	0.23172959354610045	0.2572552358945785	0.10300399811570134	0.2773445979416325	0.7279635953452438	0.21132894462481944	0.08677783531810998	0.19745849818491648	-0.2306622046828069	0.040923613747291095	-0.09386660106531874	0.43864207465200417	0.0035074312823044074	0.21153325072224086	-0.07394121209657355	-0.2563096467803246	-0.1821253053526796
10066																											
10067	0.4159042595732983	-0.3095816666010467	-0.2395840141805481	-0.12598011337056664	0.061270843430185386	0.8208512350041627	1.2787491590848459	0.621715971738609	-0.4015244227950803	-0.1466498097078909	-0.02410029905890874	-0.10265035135508016	0.1624719783288749	-0.1869069576782984	2.0985620529365634	-0.19673401899795784	0.6369507758311476	-0.5760145314068211	0.0303383835795011	-0.08905703007555828	-0.0411472337707822	0.9097006500194814	-0.2021372382557724	0.7350725408411379	0.8205303904935546	0.15565960718611108	1.7011327466292745
10068	-0.0510624743413827	-0.09833949940204212	-0.05397253769501783	-0.31354251645888803	0.07833293394107832	0.3550905665642418	0.17604013739485805	0.03802060092955428	0.033744722887930345	0.10745081690478947	-0.11009384407399976	-0.15172841387365024	0.16184623943190332	-0.12347239001898408	0.4513293341814013	0.10348559987093836	0.2384594652578235	-0.03466135517750032	0.19941975809922144	0.33485771634331635	0.3289914211436861	0.3640403455193072	0.34517885759530315	0.04818525731229534	0.1738550632858956	-0.13548840494710626	0.8965791735584682
10069	-1.5784604486700478	-0.9409742130708172	-0.5941382136532707	-1.1119760511218526	-0.06740413697881054	-0.4121448620093792	-1.179639133332263	-0.6978118650777708	-0.34600127074463033	0.03851001806574377	-0.5922726459896192	-0.8520416950404183	0.4769801293967444	-0.2655332037563745	-4.867120584829649	0.10788994045616383	-0.3337053964158345	-0.030349753028958457	-0.7618338066126652	-0.4805592952112949	-0.34154636475900485	0.1720044396614072	-0.830533734841621	-0.8794731094399566	-1.2862908017919976	-2.103249370119624	-1.8895788689130728
10070	0.9749936179957132	-0.5156030792740329	-0.4342479551140783	-0.39036609948540696	-0.9518262481270536	-0.3152147218516932	-0.29220181056694233		-0.5595543473517093	-0.4352738131789236	-0.3041249154028701	0.20210693670477964	-0.9490304759629448	-0.5589899033474498	0.04998961526624901								0.6044086404787778	-2.5733568438151857	-0.04232084839603297	0.9484552635745316	0.35985334848144473
10071	0.2287489815310436	-0.16349837039727813	-0.05257593544676383	-0.011413195323311642	-0.13523227643235222	0.1983778286982352	-0.046149973410514536	0.18992989425765872	-0.014238359152366225	-0.04104625743866391	-0.06687496002782667	0.17184050181575064	0.234572497285982	0.009479920011336759	0.6097275117445259	0.1111523898126342	0.17792482228270926	0.09103913154377018	0.16674564340210962	0.15539162049102975	0.17521243618197546	0.6047015425157016	0.03854567065311901	0.2041221883794375	0.07184734450835363	0.19910732539915235	0.14320942131264267
10072																											
10073																											
